"","timestamp","open BTCUSDT","high BTCUSDT","low BTCUSDT","close BTCUSDT","volume BTCUSDT","closetime BTCUSDT","quote_avg BTCUSDT","trades BTCUSDT","open DASHUSDT","high DASHUSDT","low DASHUSDT","close DASHUSDT","volume DASHUSDT","closetime DASHUSDT","quote_avg DASHUSDT","trades DASHUSDT","open ZRXUSDT","high ZRXUSDT","low ZRXUSDT","close ZRXUSDT","volume ZRXUSDT","closetime ZRXUSDT","quote_avg ZRXUSDT","trades ZRXUSDT","open ETHUSDT","high ETHUSDT","low ETHUSDT","close ETHUSDT","volume ETHUSDT","closetime ETHUSDT","quote_avg ETHUSDT","trades ETHUSDT","open LTCUSDT","high LTCUSDT","low LTCUSDT","close LTCUSDT","volume LTCUSDT","closetime LTCUSDT","quote_avg LTCUSDT","trades LTCUSDT","open XMRUSDT","high XMRUSDT","low XMRUSDT","close XMRUSDT","volume XMRUSDT","closetime XMRUSDT","quote_avg XMRUSDT","trades XMRUSDT","open XRPUSDT","high XRPUSDT","low XRPUSDT","close XRPUSDT","volume XRPUSDT","closetime XRPUSDT","quote_avg XRPUSDT","trades XRPUSDT"
"133","2019-08-08",11975.04,12060,11521,11999.77,51207.257174,"2019-08-08 23:59:59.999",604389131.062836,473584,107.38,107.83,103.84,105.96,1817.40278,"2019-08-08 23:59:59.999",191658.146324,1543,0.1969,0.1975,0.1856,0.188,1100981.42,"2019-08-08 23:59:59.999",211737.675589,1627,226.11,228.5,215.51,221.39,236886.35423,"2019-08-08 23:59:59.999",52730777.0692849,132568,90.59,92.75,87.72,90.15,227275.85013,"2019-08-08 23:59:59.999",20426334.73657,42371,97.43,97.92,91.44,95.55,10203.96016,"2019-08-08 23:59:59.999",962505.6987874,4024,0.31093,0.31204,0.30452,0.30825,57294619.1,"2019-08-08 23:59:59.999",17625369.377225,65386
"134","2019-08-09",11994.17,12045.68,11700,11879.99,39427.152588,"2019-08-09 23:59:59.999",467011047.941428,410902,105.95,105.95,102.61,103.52,2016.42595,"2019-08-09 23:59:59.999",209056.5606609,1351,0.1888,0.2003,0.1813,0.1885,1946788.59,"2019-08-09 23:59:59.999",370449.272924,3007,221.38,221.79,207.3,210.53,232062.12757,"2019-08-09 23:59:59.999",49415315.754676,140538,90.08,90.45,82.64,84.24,245919.9803,"2019-08-09 23:59:59.999",21161127.8838708,46855,95.55,96,91.01,93.4,7928.63379,"2019-08-09 23:59:59.999",738201.3720946,2734,0.30823,0.30921,0.2901,0.29649,57778056.4,"2019-08-09 23:59:59.999",17288289.043303,67592
"135","2019-08-10",11879.98,11985,11270,11309.31,42633.087048,"2019-08-10 23:59:59.999",492217964.490556,399237,103.79,104.39,97.41,99.29,4229.50688,"2019-08-10 23:59:59.999",423200.442002,2601,0.1898,0.2039,0.1885,0.192,1527892.51,"2019-08-10 23:59:59.999",297718.764675,2308,210.52,215,202.6,206.48,252614.02389,"2019-08-10 23:59:59.999",52534644.5700389,142706,84.25,87.5,82.27,85.46,243663.59097,"2019-08-10 23:59:59.999",20738077.4375404,49150,93.62,95,90.07,90.78,4971.03447,"2019-08-10 23:59:59.999",459739.5704357,2338,0.2965,0.30562,0.29237,0.29918,58253124,"2019-08-10 23:59:59.999",17414209.869873,64260
"136","2019-08-11",11309.24,11600,11112.11,11549.97,26772.90691,"2019-08-11 23:59:59.999",304862403.351449,306234,98.99,108.48,98.98,106.53,7426.2346,"2019-08-11 23:59:59.999",778108.577707,4184,0.1916,0.1955,0.191,0.1937,792080.52,"2019-08-11 23:59:59.999",153246.256825,1105,206.48,216.94,206.14,216.42,188474.09048,"2019-08-11 23:59:59.999",39875149.5480282,112904,85.46,91.57,85.15,89.93,196951.40228,"2019-08-11 23:59:59.999",17439833.9941493,41822,90.74,93.12,88.7,92.3,6248.07281,"2019-08-11 23:59:59.999",570882.914601,2650,0.29907,0.30605,0.29501,0.30316,36131805.2,"2019-08-11 23:59:59.999",10872100.385102,49872
"137","2019-08-12",11539.08,11577.89,11235.32,11396.08,17568.227075,"2019-08-12 23:59:59.999",200325471.604141,255966,106.53,106.83,102.16,104.45,2555.35503,"2019-08-12 23:59:59.999",266737.7799291,1597,0.1938,0.1944,0.1875,0.1879,489529.85,"2019-08-12 23:59:59.999",93325.953044,747,216.41,216.81,209.75,211.41,122760.94619,"2019-08-12 23:59:59.999",26091487.959004,85543,89.99,90.04,85.45,85.79,147573.87933,"2019-08-12 23:59:59.999",12841667.2105431,31951,92.3,92.49,89.5,91.21,2740.82502,"2019-08-12 23:59:59.999",249361.9541394,1325,0.30316,0.30536,0.298,0.3006,26440605.7,"2019-08-12 23:59:59.999",7958806.063259,40292
"138","2019-08-13",11398.35,11456.16,10788.45,10892.71,33234.72968,"2019-08-13 23:59:59.999",368994475.546112,337834,104.41,107.86,100.65,101.42,7584.14107,"2019-08-13 23:59:59.999",783688.7468813,3167,0.1879,0.1883,0.1772,0.1815,1033331.43,"2019-08-13 23:59:59.999",188467.949156,1605,211.58,214.3,204,209.3,166922.48201,"2019-08-13 23:59:59.999",34861802.3965168,102967,85.79,86.79,83.26,84.88,166783.80957,"2019-08-13 23:59:59.999",14166418.1596839,36795,91.14,92,84.75,85.78,11248.43171,"2019-08-13 23:59:59.999",990694.0233919,4007,0.3006,0.30129,0.29295,0.298,32483448.9,"2019-08-13 23:59:59.999",9634244.26958,48492
"139","2019-08-14",10893.36,10897.48,9928.1,10050.37,54451.847499,"2019-08-14 23:59:59.999",567724729.105906,534507,101.45,102.69,94.91,95.99,4283.65281,"2019-08-14 23:59:59.999",424615.6905656,2403,0.1818,0.1818,0.1614,0.1624,1319855.75,"2019-08-14 23:59:59.999",225717.720868,2079,209.31,209.9,183.49,187.1,325228.98931,"2019-08-14 23:59:59.999",63597043.1885792,171181,84.83,86.32,75,75.9,310895.4105,"2019-08-14 23:59:59.999",24988277.1277642,59296,85.57,85.78,78.1,78.9,7671.97468,"2019-08-14 23:59:59.999",629532.0101586,3678,0.29795,0.29864,0.243,0.26353,142518597.1,"2019-08-14 23:59:59.999",38446280.884495,116447
"140","2019-08-15",10055.16,10460,9911,10293.93,38174.45112,"2019-08-15 23:59:59.999",387705855.087911,373368,96.05,97.41,92.88,94.75,2323.36057,"2019-08-15 23:59:59.999",220383.9161999,1536,0.1629,0.1804,0.1593,0.1736,1152220.61,"2019-08-15 23:59:59.999",194705.058732,1417,187.08,189.95,181.23,188.03,237953.09426,"2019-08-15 23:59:59.999",44183760.7061055,119008,75.91,77.7,74.36,76.25,157703.32106,"2019-08-15 23:59:59.999",12030480.7520128,29531,79.04,82.88,78.11,82.44,4279.06584,"2019-08-15 23:59:59.999",343132.1930183,1845,0.26346,0.2707,0.25875,0.26378,72594115.1,"2019-08-15 23:59:59.999",19154006.828,61001
"141","2019-08-16",10296.77,10536.03,9750,10331.54,51758.142918,"2019-08-16 23:59:59.999",527258446.397777,504740,94.63,95.25,91.14,93.15,2778.14205,"2019-08-16 23:59:59.999",258088.1718925,1902,0.1743,0.1896,0.1698,0.174,1809438.44,"2019-08-16 23:59:59.999",321533.778305,2076,187.98,188.39,178.04,184.88,282177.01584,"2019-08-16 23:59:59.999",51945182.4708607,150695,76.24,76.42,72.34,74.67,186709.02728,"2019-08-16 23:59:59.999",13900659.4192708,39265,82.44,83.5,78,82.25,7031.6918,"2019-08-16 23:59:59.999",564613.2530901,2899,0.26392,0.26526,0.25395,0.26047,66289982.6,"2019-08-16 23:59:59.999",17250832.844091,70452
"142","2019-08-17",10331.15,10465.14,10000,10216.02,29000.581201,"2019-08-17 23:59:59.999",297776329.030582,332795,93.08,93.47,90.66,91.63,2097.78295,"2019-08-17 23:59:59.999",193250.3654192,1184,0.1728,0.1735,0.1673,0.1711,359662.51,"2019-08-17 23:59:59.999",61575.791579,549,184.83,187,181.83,185.59,138799.61508,"2019-08-17 23:59:59.999",25599796.9046516,101721,74.63,75.35,71.5,72.65,131039.84431,"2019-08-17 23:59:59.999",9606659.8005814,31749,81.69,83.84,80.82,81.52,3782.16973,"2019-08-17 23:59:59.999",312691.1449145,1640,0.26029,0.26953,0.25648,0.26546,56461024.9,"2019-08-17 23:59:59.999",14887433.655548,63391
"143","2019-08-18",10216.05,10500,10080,10306.78,24085.395172,"2019-08-18 23:59:59.999",248508872.459986,265705,91.82,96.6,91.25,94.78,2757.71078,"2019-08-18 23:59:59.999",260708.8517381,1490,0.1713,0.1772,0.1682,0.1752,485353.36,"2019-08-18 23:59:59.999",84580.50464,696,185.67,197.91,183.35,194.33,175363.5062,"2019-08-18 23:59:59.999",33655229.0922308,102057,72.64,78,71.4,76.25,171800.85253,"2019-08-18 23:59:59.999",12945827.7805591,35975,81.9,87.92,81.54,87.75,4544.88268,"2019-08-18 23:59:59.999",382799.7645544,2245,0.26535,0.2919,0.26353,0.2832,87006862.6,"2019-08-18 23:59:59.999",24368646.473543,72869
"144","2019-08-19",10306.17,10930,10258.6,10915.54,37243.319217,"2019-08-19 23:59:59.999",396233441.02746,337022,94.56,97.5,93.8,97.14,2591.54043,"2019-08-19 23:59:59.999",248615.7817132,1545,0.1746,0.1775,0.1712,0.1745,452729.57,"2019-08-19 23:59:59.999",78976.9431,721,194.32,203.59,192.7,202.28,239541.5978,"2019-08-19 23:59:59.999",47675347.062822,116606,76.31,78.95,75.36,77.1,176507.93997,"2019-08-19 23:59:59.999",13616902.8904594,33149,87.75,91.28,84.18,89.32,7044.43488,"2019-08-19 23:59:59.999",616176.3679095,3056,0.28321,0.29035,0.27558,0.28202,69411983.5,"2019-08-19 23:59:59.999",19652851.260381,60857
"145","2019-08-20",10914.73,10949.96,10560,10760.51,32298.921679,"2019-08-20 23:59:59.999",346664453.136727,305065,97.42,97.42,93.19,93.5,2734.06704,"2019-08-20 23:59:59.999",258604.622651,1405,0.1751,0.1752,0.168,0.1681,451142.13,"2019-08-20 23:59:59.999",76767.928857,695,202.24,202.75,194.45,196.6,189297.75494,"2019-08-20 23:59:59.999",37412398.975662,109559,77.1,77.3,73.31,75.14,130580.76909,"2019-08-20 23:59:59.999",9832675.8514933,30674,89.5,91.02,84.28,85.61,7415.67288,"2019-08-20 23:59:59.999",644049.0086649,2843,0.28195,0.28234,0.2696,0.27432,49280235.2,"2019-08-20 23:59:59.999",13562253.570196,52408
"146","2019-08-21",10760.51,10804.13,9858,10142.57,47355.719282,"2019-08-21 23:59:59.999",482889274.517917,458814,93.49,93.68,87.11,90.16,4477.61215,"2019-08-21 23:59:59.999",404303.7772192,2302,0.1688,0.1735,0.1614,0.1724,772341.61,"2019-08-21 23:59:59.999",129010.220204,1266,196.55,197.2,179.53,187.45,284973.64194,"2019-08-21 23:59:59.999",53434048.9529292,150215,75.13,75.33,70.14,73.27,188740.48706,"2019-08-21 23:59:59.999",13704139.3566925,41821,85.84,86.51,78.81,80.84,7850.57487,"2019-08-21 23:59:59.999",643461.147917,3173,0.27432,0.27448,0.25871,0.26589,60607962.3,"2019-08-21 23:59:59.999",16072611.975086,59345
"147","2019-08-22",10140.82,10242,9762,10099.88,34059.642738,"2019-08-22 23:59:59.999",341371442.906839,401148,90.15,92.18,88,90.84,2229.25403,"2019-08-22 23:59:59.999",200550.9585903,1337,0.1724,0.1797,0.168,0.1758,1359581.2,"2019-08-22 23:59:59.999",236897.81951,1801,187.45,195.14,182.8,190.35,245575.98772,"2019-08-22 23:59:59.999",46426395.0486722,160105,73.18,74.64,71,73.31,159575.08558,"2019-08-22 23:59:59.999",11682713.5554993,44580,81,83.36,78.22,82.02,4453.8844,"2019-08-22 23:59:59.999",360851.1403559,2353,0.26589,0.27419,0.26028,0.27039,58263968.5,"2019-08-22 23:59:59.999",15653020.227751,74102
"148","2019-08-23",10099.9,10445,10019.79,10389.55,27550.336173,"2019-08-23 23:59:59.999",282732431.752072,326866,90.77,96.42,90.01,93.55,4953.94222,"2019-08-23 23:59:59.999",463691.4789374,2632,0.1758,0.1997,0.1701,0.1849,4197200.12,"2019-08-23 23:59:59.999",784416.052622,4318,190.36,196.19,188.16,194.02,192548.51552,"2019-08-23 23:59:59.999",37022930.5704567,128090,73.38,75.92,72.1,75.38,138535.90048,"2019-08-23 23:59:59.999",10276202.4442559,37713,82.02,83.5,80.91,82.08,4933.07119,"2019-08-23 23:59:59.999",406211.4852341,2327,0.27038,0.27815,0.26727,0.27664,45140229.6,"2019-08-23 23:59:59.999",12336542.784971,53838
"149","2019-08-24",10388.16,10419.42,9890,10134.35,27692.456844,"2019-08-24 23:59:59.999",279962133.62571,313227,93.26,93.49,89.94,92.09,2090.94904,"2019-08-24 23:59:59.999",190767.5324527,1115,0.1854,0.2044,0.1826,0.185,6072802.42,"2019-08-24 23:59:59.999",1177252.922814,5820,194.02,194.09,185.63,190.6,167806.34294,"2019-08-24 23:59:59.999",31786227.8626633,104191,75.37,75.65,71.39,73.32,119841.86721,"2019-08-24 23:59:59.999",8767152.9537443,28915,82.08,82.2,78.06,80.52,4830.64267,"2019-08-24 23:59:59.999",386197.0709817,2385,0.27663,0.27726,0.2637,0.27137,42809616.8,"2019-08-24 23:59:59.999",11569289.116246,49049
"150","2019-08-25",10134.61,10333,9906.97,10142.69,26271.657398,"2019-08-25 23:59:59.999",265132761.317043,289956,92.36,93.3,90.61,91.26,1318.00067,"2019-08-25 23:59:59.999",121034.6799153,833,0.1852,0.1886,0.1745,0.1793,1314941.65,"2019-08-25 23:59:59.999",239455.959549,1496,190.6,192.4,182.8,186.54,169862.91522,"2019-08-25 23:59:59.999",31935951.290364,103115,73.32,74.93,70.56,72.1,143368.07877,"2019-08-25 23:59:59.999",10408156.40948,34208,80.46,82.33,79,80.6,4828.89092,"2019-08-25 23:59:59.999",388595.9858375,2037,0.27149,0.27602,0.26597,0.26954,45191941.2,"2019-08-25 23:59:59.999",12245907.452584,51680
"151","2019-08-26",10142.69,10604,10137.93,10372.25,41687.511599,"2019-08-26 23:59:59.999",432249835.490697,405316,91.51,93.44,91,92.28,1985.26831,"2019-08-26 23:59:59.999",182511.9443785,1164,0.1792,0.1833,0.1751,0.1776,1270617.26,"2019-08-26 23:59:59.999",226758.860761,1689,186.54,193.7,186,188.67,254397.79472,"2019-08-26 23:59:59.999",48298621.3154217,130551,72.12,75.46,72.09,73.54,186459.72505,"2019-08-26 23:59:59.999",13805533.1315414,40065,80.75,83.91,79.04,79.75,5254.40179,"2019-08-26 23:59:59.999",427151.7634111,2271,0.26961,0.27969,0.26704,0.27051,59046898.9,"2019-08-26 23:59:59.999",16038543.389693,55102
"152","2019-08-27",10373.6,10391.08,10051.08,10185.05,28402.775383,"2019-08-27 23:59:59.999",289340681.078952,292888,91.96,92.27,89.95,90.72,2214.17127,"2019-08-27 23:59:59.999",200468.5505542,924,0.1777,0.178,0.1665,0.1723,1767086.72,"2019-08-27 23:59:59.999",301624.108154,1790,188.61,189.49,184.75,187.24,157898.563,"2019-08-27 23:59:59.999",29513243.50055,96138,73.59,73.75,72.13,72.9,92746.01751,"2019-08-27 23:59:59.999",6757231.1022779,21524,79.7,80.08,77.56,78.5,4241.47133,"2019-08-27 23:59:59.999",333564.7235123,2049,0.27051,0.27065,0.26513,0.26954,34119040.9,"2019-08-27 23:59:59.999",9160037.92978,38730
"153","2019-08-28",10185.69,10299,9601.01,9721,42110.555375,"2019-08-28 23:59:59.999",420034883.003153,381293,90.71,90.71,84.5,84.7,3206.0894,"2019-08-28 23:59:59.999",279723.4432724,1653,0.1721,0.1738,0.1566,0.1586,1166168.36,"2019-08-28 23:59:59.999",192796.390173,1626,187.3,188.25,166.48,173.03,334480.61761,"2019-08-28 23:59:59.999",59498959.9665215,146334,72.88,73.14,65,66.73,295837.67734,"2019-08-28 23:59:59.999",20294112.3733274,49894,78.5,79.77,71.41,72.1,9797.75944,"2019-08-28 23:59:59.999",736159.9212106,3528,0.26955,0.26974,0.24765,0.25629,55448237.7,"2019-08-28 23:59:59.999",14351204.182105,49408
"154","2019-08-29",9721,9724,9320,9498.44,35532.69491,"2019-08-29 23:59:59.999",337838761.557287,343887,84.65,84.65,77.8,79.78,3302.69419,"2019-08-29 23:59:59.999",264299.9048058,1747,0.1582,0.1589,0.1496,0.1545,1484459.86,"2019-08-29 23:59:59.999",227499.934388,1458,173.03,173.5,163.61,169.01,295241.216,"2019-08-29 23:59:59.999",49838097.1661885,142645,66.73,66.77,62,63.59,206167.47861,"2019-08-29 23:59:59.999",13330132.4686137,37957,72.1,72.1,66.71,66.9,7727.18429,"2019-08-29 23:59:59.999",538622.2207992,2788,0.25614,0.26264,0.247,0.25698,74454641.4,"2019-08-29 23:59:59.999",18910937.662684,66656
"155","2019-08-30",9499.01,9696,9350.41,9584.54,26834.318104,"2019-08-30 23:59:59.999",255854874.450775,259270,79.92,81.9,78.67,80.2,5551.50501,"2019-08-30 23:59:59.999",445367.3094683,1415,0.154,0.1659,0.1524,0.1641,533930.66,"2019-08-30 23:59:59.999",84721.482751,706,169.03,170.77,165.55,168.5,238616.68868,"2019-08-30 23:59:59.999",40216956.5994906,114316,63.55,65.6,62.16,64.17,188503.14428,"2019-08-30 23:59:59.999",12025139.0938975,26955,66.9,68.32,65.7,67.82,6732.76183,"2019-08-30 23:59:59.999",452127.8394999,2369,0.25712,0.2576,0.25199,0.25539,46587713,"2019-08-30 23:59:59.999",11878607.930453,47939
"156","2019-08-31",9582.76,9684.51,9420.75,9587.47,17130.290074,"2019-08-31 23:59:59.999",164116756.462997,199188,80.37,82.47,78.2,79.86,6106.92451,"2019-08-31 23:59:59.999",488034.0132158,2487,0.164,0.1659,0.1595,0.1622,394154.98,"2019-08-31 23:59:59.999",64548.289114,521,168.48,174.98,165.63,171.57,194999.19583,"2019-08-31 23:59:59.999",32983642.8432588,101425,64.18,65.39,62.25,64.24,148167.15877,"2019-08-31 23:59:59.999",9443772.2045412,25143,67.85,68.34,66.07,67.34,3275.36729,"2019-08-31 23:59:59.999",219467.2283176,1043,0.25541,0.26047,0.25288,0.25747,36321425.5,"2019-08-31 23:59:59.999",9309855.463157,40828
"157","2019-09-01",9588.74,9830,9520,9724.98,19545.404843,"2019-09-01 23:59:59.999",188513289.122357,191324,79.86,80.46,78.01,79.32,1488.86699,"2019-09-01 23:59:59.999",118175.7587343,808,0.1626,0.1626,0.1561,0.1608,398165.9,"2019-09-01 23:59:59.999",63098.123543,529,171.52,173.42,167.61,170.74,191140.52368,"2019-09-01 23:59:59.999",32627380.9318131,93036,64.23,67.21,63.74,65.89,160452.85757,"2019-09-01 23:59:59.999",10479308.7581945,29183,67.31,74.61,66.63,71.34,6897.75312,"2019-09-01 23:59:59.999",478936.2846419,2049,0.25747,0.25891,0.25,0.25593,32881805.2,"2019-09-01 23:59:59.999",8396989.383994,39569
"158","2019-09-02",9723.59,10450,9712.5,10340,44740.248093,"2019-09-02 23:59:59.999",448462178.630381,354155,79.36,83.2,79.26,81.24,5316.64326,"2019-09-02 23:59:59.999",429016.8234745,2295,0.1608,0.1732,0.1601,0.1729,871068.44,"2019-09-02 23:59:59.999",144604.257155,860,170.73,181,170.02,178.05,294627.31247,"2019-09-02 23:59:59.999",51446380.4485707,116596,65.85,68.03,64.8,66.92,210648.66087,"2019-09-02 23:59:59.999",13961846.0324844,34024,71.32,74.06,69.67,73.05,11150.06436,"2019-09-02 23:59:59.999",795211.6204525,3150,0.25596,0.26428,0.25295,0.2606,60783394.6,"2019-09-02 23:59:59.999",15660047.933325,54675
"159","2019-09-03",10340,10773,10272,10615.28,47998.376781,"2019-09-03 23:59:59.999",505617667.399267,416076,81.23,83.68,79.91,82.83,5065.77439,"2019-09-03 23:59:59.999",413591.5744537,2495,0.1733,0.1737,0.1656,0.1714,748935.36,"2019-09-03 23:59:59.999",127289.194314,1000,178,183,174.09,178.75,327857.85447,"2019-09-03 23:59:59.999",58621819.3554533,147758,66.92,71,66.47,69.06,286130.47957,"2019-09-03 23:59:59.999",19629532.3520897,45037,73.25,75.75,72.87,74.78,10246.19674,"2019-09-03 23:59:59.999",761386.277411,3187,0.2606,0.267,0.25751,0.26242,56305107.1,"2019-09-03 23:59:59.999",14738850.844038,59268
"160","2019-09-04",10611.85,10799,10369.89,10567.02,43943.889026,"2019-09-04 23:59:59.999",463526509.325937,383457,82.79,82.8,79.9,80.9,3411.60925,"2019-09-04 23:59:59.999",277052.2667641,1557,0.1715,0.1716,0.1631,0.1646,471237.84,"2019-09-04 23:59:59.999",78604.133676,793,178.79,180.14,173,174.72,286226.25171,"2019-09-04 23:59:59.999",50629395.4918831,140298,69,69.24,66.4,67.01,219846.1354,"2019-09-04 23:59:59.999",14865189.8886659,43383,74.78,75.01,71.41,73.79,8002.09041,"2019-09-04 23:59:59.999",583622.2706614,2496,0.26252,0.26299,0.25598,0.25843,49398294.2,"2019-09-04 23:59:59.999",12827285.98578,54442
"161","2019-09-05",10565.92,10900,10450,10564.49,33970.960639,"2019-09-05 23:59:59.999",358861340.78979,309846,80.9,81.89,79.83,80.08,1890.57482,"2019-09-05 23:59:59.999",152580.1013238,950,0.1642,0.1658,0.1584,0.1591,506408.38,"2019-09-05 23:59:59.999",82154.393283,654,174.7,176.19,168.1,173.75,232753.83596,"2019-09-05 23:59:59.999",40247496.5629039,123424,67.02,67.39,64.14,65.23,166569.36182,"2019-09-05 23:59:59.999",10917424.2782613,41039,73.98,78,73.52,75.97,11876.04647,"2019-09-05 23:59:59.999",895214.2112232,3028,0.25843,0.25937,0.25337,0.25617,43270120.3,"2019-09-05 23:59:59.999",11089322.561886,46246
"162","2019-09-06",10563.13,10905.87,10150,10298.73,58799.640959,"2019-09-06 23:59:59.999",623662984.384331,455334,80.08,82.93,77.49,80.02,6714.80608,"2019-09-06 23:59:59.999",541237.3163001,2718,0.1587,0.1611,0.1536,0.1568,711679.55,"2019-09-06 23:59:59.999",112290.776275,1148,173.74,177.87,165,169.08,315822.37984,"2019-09-06 23:59:59.999",54567316.6059573,146974,65.24,68,63.54,64.87,278618.16432,"2019-09-06 23:59:59.999",18378132.7288359,53762,76.07,79.71,74.83,75.22,9994.84598,"2019-09-06 23:59:59.999",771813.7155544,3681,0.25616,0.25868,0.24692,0.2511,63377736.5,"2019-09-06 23:59:59.999",16136824.769319,57313
"163","2019-09-07",10298.71,10558,10288.57,10455.88,27637.877392,"2019-09-07 23:59:59.999",287851131.180258,272011,80.02,84.4,79.74,83.82,3793.68288,"2019-09-07 23:59:59.999",312389.1739064,1558,0.1562,0.1648,0.1536,0.1637,310031.18,"2019-09-07 23:59:59.999",49598.48373,383,169.11,180.8,168.3,177.62,253831.23169,"2019-09-07 23:59:59.999",44282963.3065402,134155,64.88,70.57,64.53,68.77,305501.47722,"2019-09-07 23:59:59.999",20816429.3435973,56752,75.02,78.59,73.78,78,4684.55932,"2019-09-07 23:59:59.999",357337.5235032,1595,0.25115,0.26285,0.25009,0.25993,53971229,"2019-09-07 23:59:59.999",13824418.378517,55309
"164","2019-09-08",10455.9,10592.5,10208,10381.18,23984.672018,"2019-09-08 23:59:59.999",249900964.371531,237752,83.82,87.63,83.77,87.62,4370.77341,"2019-09-08 23:59:59.999",376286.8660657,1788,0.1639,0.1661,0.1596,0.1617,799865.74,"2019-09-08 23:59:59.999",130543.541833,814,177.58,184.18,176.13,181.19,290083.47501,"2019-09-08 23:59:59.999",52424648.7184664,143793,68.77,71.46,68,70.36,315059.92831,"2019-09-08 23:59:59.999",22060121.0232093,54949,77.97,78.98,75.55,77.15,4943.06239,"2019-09-08 23:59:59.999",381765.1976565,1870,0.25989,0.26591,0.2555,0.26205,65033003.6,"2019-09-08 23:59:59.999",17002657.729988,58789
"165","2019-09-09",10381.24,10480,10068.5,10303.12,39835.727608,"2019-09-09 23:59:59.999",409724831.947123,330459,87.4,88.87,85.24,86,4149.83294,"2019-09-09 23:59:59.999",361608.7003301,1724,0.1617,0.1648,0.159,0.1644,629819.7,"2019-09-09 23:59:59.999",101819.552708,706,181.18,185.38,176.01,180.54,273729.94868,"2019-09-09 23:59:59.999",49340881.2345897,140362,70.36,71.38,67.73,69.89,229275.26659,"2019-09-09 23:59:59.999",15939720.8488187,46010,77.03,77.55,70.2,74.94,7966.79299,"2019-09-09 23:59:59.999",601565.4933994,2731,0.26205,0.26423,0.25634,0.25855,58537945.7,"2019-09-09 23:59:59.999",15205988.480434,52826
"166","2019-09-10",10302.58,10384.99,9953,10098.15,28915.412225,"2019-09-10 23:59:59.999",294323839.507008,286763,86.38,87,82.26,83.11,4433.4645,"2019-09-10 23:59:59.999",375954.2907371,1448,0.1644,0.1664,0.1591,0.161,821774.51,"2019-09-10 23:59:59.999",134888.560661,938,180.52,184.36,177,179.81,238387.50999,"2019-09-10 23:59:59.999",43067898.9051214,116866,69.86,73.1,69.77,70.85,315598.33706,"2019-09-10 23:59:59.999",22476093.8475688,61080,74.98,76,71.5,72.27,11768.49972,"2019-09-10 23:59:59.999",860204.7707485,3327,0.25869,0.26371,0.2535,0.25859,61643971.4,"2019-09-10 23:59:59.999",15995536.301485,46972
"167","2019-09-11",10098.19,10293,9880,10158.33,31953.824562,"2019-09-11 23:59:59.999",321637085.476509,309120,83.16,84.84,81.8,82.44,3784.33735,"2019-09-11 23:59:59.999",315322.7596515,1401,0.1608,0.1627,0.1561,0.1566,465354.47,"2019-09-11 23:59:59.999",74163.655662,555,179.87,182.8,173,178.28,278555.46708,"2019-09-11 23:59:59.999",49657474.9751696,130317,70.85,71.81,68.25,69.8,208744.34146,"2019-09-11 23:59:59.999",14621909.7707836,48014,72.05,74.19,69.43,74.18,11528.42894,"2019-09-11 23:59:59.999",834475.8164028,3764,0.25855,0.26092,0.251,0.25519,56043242.1,"2019-09-11 23:59:59.999",14279228.06347,45009
"168","2019-09-12",10158.75,10448.81,10040,10415.01,34511.162755,"2019-09-12 23:59:59.999",353390090.967777,317881,82.75,98.77,81.33,85.25,16973.23985,"2019-09-12 23:59:59.999",1501395.9387372,4982,0.1561,0.1655,0.1553,0.1605,780134.55,"2019-09-12 23:59:59.999",122929.26977,797,178.3,182.38,176.62,180.72,203543.13663,"2019-09-12 23:59:59.999",36419973.2297372,102872,69.8,70,68.3,69.15,135570.08885,"2019-09-12 23:59:59.999",9369849.0942119,35729,74.18,75.42,71.52,74.88,8008.42901,"2019-09-12 23:59:59.999",584372.8735005,2651,0.25515,0.25686,0.25087,0.25406,58547444.6,"2019-09-12 23:59:59.999",14843159.904309,44658
"169","2019-09-13",10415.01,10439,10153,10342.06,30280.339776,"2019-09-13 23:59:59.999",311632094.256189,304947,85.31,94.88,84.45,93.49,12887.20999,"2019-09-13 23:59:59.999",1162355.7907531,5153,0.1606,0.164,0.1576,0.1612,449304.22,"2019-09-13 23:59:59.999",71831.974245,591,180.71,181.38,177.54,180.95,264422.54059,"2019-09-13 23:59:59.999",47382425.1919217,109752,69.18,69.58,67.36,68.93,156416.29244,"2019-09-13 23:59:59.999",10722817.4094285,36668,74.89,76.79,72.68,76.79,5678.04398,"2019-09-13 23:59:59.999",422852.6207789,2177,0.25404,0.256,0.25132,0.2552,47599708.2,"2019-09-13 23:59:59.999",12086872.250654,42137
"170","2019-09-14",10344.13,10419.99,10222.33,10335.02,23621.533519,"2019-09-14 23:59:59.999",244063007.090225,253929,93.49,95.39,90.17,91.26,11597.57228,"2019-09-14 23:59:59.999",1068328.735508,4030,0.161,0.1687,0.1605,0.1653,980437.86,"2019-09-14 23:59:59.999",161268.27207,1073,180.96,188.79,179.75,188.13,279371.83423,"2019-09-14 23:59:59.999",51424561.3917001,113052,68.93,71.5,68.2,70.5,179064.87019,"2019-09-14 23:59:59.999",12520755.7829275,36614,76.79,76.82,73.58,76.1,6202.47124,"2019-09-14 23:59:59.999",465482.8479882,2295,0.25536,0.26551,0.25389,0.26124,70537163.6,"2019-09-14 23:59:59.999",18393277.175896,50706
